Homology group node id,class,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
910533,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910534,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910535,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910536,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910537,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910538,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910539,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910540,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910541,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910542,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910543,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910544,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910545,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910546,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910547,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910548,unique,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
910549,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910550,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910551,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910552,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910553,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910554,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910555,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910556,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910557,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910558,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910559,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910560,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910561,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910562,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910563,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910564,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910565,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910566,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910567,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910568,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910569,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910570,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910571,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910572,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910573,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910574,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910575,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910576,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910577,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910578,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910579,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910580,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910581,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910582,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910583,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910584,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910585,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910586,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910587,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910588,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910589,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910590,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910591,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910592,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910593,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910594,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910595,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910596,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910597,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910598,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910599,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910600,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910601,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910602,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910603,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910604,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910605,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910606,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910607,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910608,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910609,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910611,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910612,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910613,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910614,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910615,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910616,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910617,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910618,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910619,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910620,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910621,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910622,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910623,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910624,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910625,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910626,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910627,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910628,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910629,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910630,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910631,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910632,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910633,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910634,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910635,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910636,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910637,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910638,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910639,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910640,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910641,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910642,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910643,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910644,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910645,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910646,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910647,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910648,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910649,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910650,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910651,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910652,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910653,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910654,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910655,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910656,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910657,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910658,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910660,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910661,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910662,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910663,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910664,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910665,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910666,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910667,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910668,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910669,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910670,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910671,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910672,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910673,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910674,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910675,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910676,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910677,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910678,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910679,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910680,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910681,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910682,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910683,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910684,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910685,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910686,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910687,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910688,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910689,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910690,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910691,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910692,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910693,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910694,unique,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
910695,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910696,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910697,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910698,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910699,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910700,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910701,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910702,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910703,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910704,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910705,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910706,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910707,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910708,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910709,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910710,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910711,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910712,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910713,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910714,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910715,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910716,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910717,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910718,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910719,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910720,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910721,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910722,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910724,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910725,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910726,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910727,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910728,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910729,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910730,unique,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
910731,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910733,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910734,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910735,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910736,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910737,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910738,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910742,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910743,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910744,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910745,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910746,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910747,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910748,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910749,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910752,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910753,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910754,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910755,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910756,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910757,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910758,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910759,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910760,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910761,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910762,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910763,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910764,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910765,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910766,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910767,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910768,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910769,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910770,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910771,unique,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
910772,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910773,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910774,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910775,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910776,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910777,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910778,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910779,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910780,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910781,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910782,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910783,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910784,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910785,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910786,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910787,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910788,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910789,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910790,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910791,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910793,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910794,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910795,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910796,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910797,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910800,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910801,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910803,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910804,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910805,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910806,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910807,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910808,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910809,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910810,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910811,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910812,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910813,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910814,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910815,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910816,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910817,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910819,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910820,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910821,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910822,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910823,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910824,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910825,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910826,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910827,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910828,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910829,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910830,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910831,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910832,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910833,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910834,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910835,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910836,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910837,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910838,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910839,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910840,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910841,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910842,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910843,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910844,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910845,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910846,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910847,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910848,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910849,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910850,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910851,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910852,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910853,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910854,unique,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
910855,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910856,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910857,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910858,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910859,unique,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
910860,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910861,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910862,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910863,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910864,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910865,unique,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
910866,unique,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
910867,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910868,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910869,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910870,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910871,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910872,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910873,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910874,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910875,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910876,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910877,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910878,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910879,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910880,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910881,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910882,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910883,unique,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
910885,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910886,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910887,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910888,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910889,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910890,unique,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
910891,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910892,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910893,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910894,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910895,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910896,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910897,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910898,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910899,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910900,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910901,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910902,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910903,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910904,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910905,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910906,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910910,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910911,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910912,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910913,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910914,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910915,unique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
