#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
934243,accessory,11,1,1,1,,,1,1,,1,1,1,1,1,1,1,,1,
934243,accessory,12,1,1,1,,,1,1,,1,1,1,1,1,1,1,,1,
934243,accessory,15,1,1,1,,,1,1,,1,1,1,1,1,1,1,,1,
934243,accessory,8,1,1,1,,,1,1,,1,1,1,1,1,1,1,,1,
934244,accessory,10,1,1,,,,,,,1,1,1,1,,1,,,1,
934244,accessory,11,1,1,,,,,,,1,1,1,1,,1,,,1,
934244,accessory,12,1,1,,,,,,,1,1,1,1,,1,,,1,
934244,accessory,13,1,1,,,,,,,1,1,1,1,,1,,,1,
934244,accessory,14,1,1,,,,,,,1,1,1,1,,1,,,1,
934244,accessory,15,1,1,,,,,,,1,1,1,1,,1,,,1,
934244,accessory,5,1,1,,,,,,,1,1,1,1,,1,,,1,
934244,accessory,7,1,1,,,,,,,1,1,1,1,,1,,,1,
934244,accessory,8,1,1,,,,,,,1,1,1,1,,1,,,1,
934246,accessory,10,1,1,,1,,,1,,1,1,1,1,,1,1,1,1,
934246,accessory,12,1,1,,1,,,1,,1,1,1,1,,1,1,1,1,
934246,accessory,13,1,1,,1,,,1,,1,1,1,1,,1,1,1,1,
934246,accessory,15,1,1,,1,,,1,,1,1,1,1,,1,1,1,1,
934246,accessory,5,1,1,,1,,,1,,1,1,1,1,,1,1,1,1,
934247,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,
934247,accessory,6,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,
934248,accessory,13,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,
934248,accessory,5,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,
934249,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,
934249,accessory,7,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,
934250,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934250,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934251,accessory,11,1,1,1,,,,1,1,,1,1,1,,,,,1,
934251,accessory,12,1,1,1,,,,1,1,,1,1,1,,,,,1,
934251,accessory,13,1,1,1,,,,1,1,,1,1,1,,,,,1,
934251,accessory,16,1,1,1,,,,1,1,,1,1,1,,,,,1,
934251,accessory,5,1,1,1,,,,1,1,,1,1,1,,,,,1,
934251,accessory,6,1,1,1,,,,1,1,,1,1,1,,,,,1,
934251,accessory,7,1,1,1,,,,1,1,,1,1,1,,,,,1,
934251,accessory,8,1,1,1,,,,1,1,,1,1,1,,,,,1,
934252,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,
934252,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,
934252,accessory,8,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,
934253,accessory,11,1,1,1,,,,,,1,1,1,1,,,,1,1,
934253,accessory,12,1,1,1,,,,,,1,1,1,1,,,,1,1,
934253,accessory,13,1,1,1,,,,,,1,1,1,1,,,,1,1,
934253,accessory,14,1,1,1,,,,,,1,1,1,1,,,,1,1,
934253,accessory,15,1,1,1,,,,,,1,1,1,1,,,,1,1,
934253,accessory,5,1,1,1,,,,,,1,1,1,1,,,,1,1,
934253,accessory,6,1,1,1,,,,,,1,1,1,1,,,,1,1,
934253,accessory,7,1,1,1,,,,,,1,1,1,1,,,,1,1,
934254,accessory,12,2,2,2,1,,2,2,1,2,2,2,2,1,1,1,2,2,
934255,accessory,12,1,1,1,1,,,1,1,,1,1,1,,,1,1,1,
934255,accessory,13,1,1,1,1,,,1,1,,1,1,1,,,1,1,1,
934255,accessory,16,1,1,1,1,,,1,1,,1,1,1,,,1,1,1,
934255,accessory,5,1,1,1,1,,,1,1,,1,1,1,,,1,1,1,
934255,accessory,6,1,1,1,1,,,1,1,,1,1,1,,,1,1,1,
934256,accessory,13,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,
934256,accessory,15,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,
934256,accessory,7,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,
934259,accessory,10,1,1,,1,,,1,,1,1,1,1,,1,,,,
934259,accessory,12,1,1,,1,,,1,,1,1,1,1,,1,,,,
934259,accessory,13,1,1,,1,,,1,,1,1,1,1,,1,,,,
934259,accessory,15,1,1,,1,,,1,,1,1,1,1,,1,,,,
934259,accessory,5,1,1,,1,,,1,,1,1,1,1,,1,,,,
934259,accessory,7,1,1,,1,,,1,,1,1,1,1,,1,,,,
934259,accessory,8,1,1,,1,,,1,,1,1,1,1,,1,,,,
934259,accessory,9,1,1,,1,,,1,,1,1,1,1,,1,,,,
934260,accessory,12,2,2,1,1,,2,2,2,2,2,2,2,2,1,2,2,2,
934261,accessory,6,2,2,2,1,2,2,1,2,2,2,2,2,2,,2,2,2,
934262,accessory,13,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,
934262,accessory,14,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,
934262,accessory,5,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,
934263,accessory,10,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,
934263,accessory,12,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,
934263,accessory,8,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,
934264,accessory,10,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,
934264,accessory,12,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,
934265,accessory,10,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,
934265,accessory,12,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,
934267,accessory,10,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,
934267,accessory,12,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,
934267,accessory,13,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,
934267,accessory,5,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,
934269,accessory,12,1,1,1,1,,1,1,1,,1,1,1,,1,1,,1,
934269,accessory,16,1,1,1,1,,1,1,1,,1,1,1,,1,1,,1,
934269,accessory,5,1,1,1,1,,1,1,1,,1,1,1,,1,1,,1,
934269,accessory,8,1,1,1,1,,1,1,1,,1,1,1,,1,1,,1,
934270,accessory,10,1,1,,1,,,1,,1,1,1,1,,1,1,1,,
934270,accessory,12,1,1,,1,,,1,,1,1,1,1,,1,1,1,,
934270,accessory,13,1,1,,1,,,1,,1,1,1,1,,1,1,1,,
934270,accessory,15,1,1,,1,,,1,,1,1,1,1,,1,1,1,,
934270,accessory,5,1,1,,1,,,1,,1,1,1,1,,1,1,1,,
934270,accessory,9,1,1,,1,,,1,,1,1,1,1,,1,1,1,,
934272,accessory,10,2,2,,2,,2,,2,1,2,2,2,2,2,,1,2,
934272,accessory,12,2,2,,2,,2,,2,1,2,2,2,2,2,,1,2,
934272,accessory,14,2,2,,2,,2,,2,1,2,2,2,2,2,,1,2,
934272,accessory,7,2,2,,2,,2,,2,1,2,2,2,2,2,,1,2,
934273,accessory,10,1,1,,1,,1,,1,,1,1,1,1,1,,,1,
934273,accessory,12,1,1,,1,,1,,1,,1,1,1,1,1,,,1,
934273,accessory,14,1,1,,1,,1,,1,,1,1,1,1,1,,,1,
934273,accessory,16,1,1,,1,,1,,1,,1,1,1,1,1,,,1,
934273,accessory,7,1,1,,1,,1,,1,,1,1,1,1,1,,,1,
934273,accessory,8,1,1,,1,,1,,1,,1,1,1,1,1,,,1,
934274,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934274,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
934278,accessory,10,1,1,,1,1,1,,,1,1,1,1,1,,1,1,1,
934278,accessory,14,1,1,,1,1,1,,,1,1,1,1,1,,1,1,1,
934278,accessory,15,1,1,,1,1,1,,,1,1,1,1,1,,1,1,1,
934278,accessory,6,1,1,,1,1,1,,,1,1,1,1,1,,1,1,1,
934279,accessory,11,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,
934279,accessory,5,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,
934285,accessory,12,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,
934285,accessory,13,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,
934285,accessory,5,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,
934285,accessory,6,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,
934286,accessory,10,1,1,,,,1,,1,1,1,1,1,,1,,,,
934286,accessory,11,1,1,,,,1,,1,1,1,1,1,,1,,,,
934286,accessory,12,1,1,,,,1,,1,1,1,1,1,,1,,,,
934286,accessory,14,1,1,,,,1,,1,1,1,1,1,,1,,,,
934286,accessory,5,1,1,,,,1,,1,1,1,1,1,,1,,,,
934286,accessory,7,1,1,,,,1,,1,1,1,1,1,,1,,,,
934286,accessory,8,1,1,,,,1,,1,1,1,1,1,,1,,,,
934286,accessory,9,1,1,,,,1,,1,1,1,1,1,,1,,,,
934287,accessory,11,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,
934287,accessory,12,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,
934287,accessory,5,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,
934287,accessory,8,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,
934288,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934288,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934289,accessory,11,1,1,1,,,,1,1,1,1,1,1,,1,1,,1,
934289,accessory,12,1,1,1,,,,1,1,1,1,1,1,,1,1,,1,
934289,accessory,13,1,1,1,,,,1,1,1,1,1,1,,1,1,,1,
934289,accessory,5,1,1,1,,,,1,1,1,1,1,1,,1,1,,1,
934289,accessory,8,1,1,1,,,,1,1,1,1,1,1,,1,1,,1,
934290,accessory,10,2,2,,2,2,2,1,1,2,2,2,2,2,1,1,2,,
934290,accessory,9,2,2,,2,2,2,1,1,2,2,2,2,2,1,1,2,,
934291,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,
934291,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,
934291,accessory,8,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,
934292,accessory,12,1,1,1,1,,1,,1,1,1,1,1,,1,,,,
934292,accessory,14,1,1,1,1,,1,,1,1,1,1,1,,1,,,,
934292,accessory,5,1,1,1,1,,1,,1,1,1,1,1,,1,,,,
934292,accessory,7,1,1,1,1,,1,,1,1,1,1,1,,1,,,,
934292,accessory,8,1,1,1,1,,1,,1,1,1,1,1,,1,,,,
934292,accessory,9,1,1,1,1,,1,,1,1,1,1,1,,1,,,,
934293,accessory,10,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,
934293,accessory,14,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,
934293,accessory,6,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,
934296,accessory,10,1,1,,,,,,1,,1,1,1,1,,1,1,1,
934296,accessory,11,1,1,,,,,,1,,1,1,1,1,,1,1,1,
934296,accessory,12,1,1,,,,,,1,,1,1,1,1,,1,1,1,
934296,accessory,13,1,1,,,,,,1,,1,1,1,1,,1,1,1,
934296,accessory,14,1,1,,,,,,1,,1,1,1,1,,1,1,1,
934296,accessory,16,1,1,,,,,,1,,1,1,1,1,,1,1,1,
934296,accessory,6,1,1,,,,,,1,,1,1,1,1,,1,1,1,
934297,accessory,12,1,1,1,1,,,1,1,,1,1,1,,1,1,1,1,
934297,accessory,13,1,1,1,1,,,1,1,,1,1,1,,1,1,1,1,
934297,accessory,16,1,1,1,1,,,1,1,,1,1,1,,1,1,1,1,
934297,accessory,5,1,1,1,1,,,1,1,,1,1,1,,1,1,1,1,
934300,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,
934300,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,
934300,accessory,6,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,
934303,accessory,12,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,
934303,accessory,13,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,
934303,accessory,5,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,
934303,accessory,6,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,
934304,accessory,11,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,
934304,accessory,14,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,
934304,accessory,5,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,
934304,accessory,7,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,
934304,accessory,8,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,
934305,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934305,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,
934306,accessory,11,2,2,2,,2,2,2,2,2,2,2,2,1,2,2,1,2,
934307,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,
934307,accessory,7,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,
934308,accessory,10,1,1,,,,1,1,1,1,1,1,1,,,1,1,,
934308,accessory,11,1,1,,,,1,1,1,1,1,1,1,,,1,1,,
934308,accessory,12,1,1,,,,1,1,1,1,1,1,1,,,1,1,,
934308,accessory,5,1,1,,,,1,1,1,1,1,1,1,,,1,1,,
934308,accessory,6,1,1,,,,1,1,1,1,1,1,1,,,1,1,,
934308,accessory,9,1,1,,,,1,1,1,1,1,1,1,,,1,1,,
934309,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,
934309,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,
934309,accessory,6,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,
934310,accessory,11,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,
934310,accessory,5,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,
934313,accessory,11,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,
934313,accessory,16,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,
934313,accessory,5,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,
934314,accessory,10,1,1,,,,,1,1,,1,1,1,,1,1,,1,
934314,accessory,11,1,1,,,,,1,1,,1,1,1,,1,1,,1,
934314,accessory,12,1,1,,,,,1,1,,1,1,1,,1,1,,1,
934314,accessory,13,1,1,,,,,1,1,,1,1,1,,1,1,,1,
934314,accessory,16,1,1,,,,,1,1,,1,1,1,,1,1,,1,
934314,accessory,5,1,1,,,,,1,1,,1,1,1,,1,1,,1,
934314,accessory,8,1,1,,,,,1,1,,1,1,1,,1,1,,1,
934315,accessory,10,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,
934315,accessory,11,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,
934315,accessory,12,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,
934315,accessory,13,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,
934315,accessory,8,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,
934316,accessory,11,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,
934316,accessory,5,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,
934317,accessory,12,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,
934317,accessory,13,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,
934318,accessory,10,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,
934318,accessory,7,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,
934322,accessory,11,1,1,1,,1,,,,1,1,1,1,1,,,1,,
934322,accessory,13,1,1,1,,1,,,,1,1,1,1,1,,,1,,
934322,accessory,14,1,1,1,,1,,,,1,1,1,1,1,,,1,,
934322,accessory,15,1,1,1,,1,,,,1,1,1,1,1,,,1,,
934322,accessory,6,1,1,1,,1,,,,1,1,1,1,1,,,1,,
934322,accessory,7,1,1,1,,1,,,,1,1,1,1,1,,,1,,
934322,accessory,9,1,1,1,,1,,,,1,1,1,1,1,,,1,,
934323,accessory,10,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934323,accessory,16,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934323,accessory,5,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934326,accessory,11,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,12,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,13,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,14,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,15,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,5,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,6,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,7,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,8,1,1,1,,,,,,1,1,1,1,,,,,,
934326,accessory,9,1,1,1,,,,,,1,1,1,1,,,,,,
934328,accessory,10,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934328,accessory,16,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934328,accessory,5,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1,
934329,accessory,10,1,1,,,,1,1,,1,1,1,1,,1,1,1,1,
934329,accessory,11,1,1,,,,1,1,,1,1,1,1,,1,1,1,1,
934329,accessory,12,1,1,,,,1,1,,1,1,1,1,,1,1,1,1,
934329,accessory,15,1,1,,,,1,1,,1,1,1,1,,1,1,1,1,
934329,accessory,5,1,1,,,,1,1,,1,1,1,1,,1,1,1,1,
934330,accessory,10,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,
934330,accessory,12,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,
934330,accessory,13,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,
934330,accessory,5,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,
934331,accessory,12,1,1,1,1,,,1,1,,1,1,1,,,1,,1,
934331,accessory,13,1,1,1,1,,,1,1,,1,1,1,,,1,,1,
934331,accessory,16,1,1,1,1,,,1,1,,1,1,1,,,1,,1,
934331,accessory,5,1,1,1,1,,,1,1,,1,1,1,,,1,,1,
934331,accessory,6,1,1,1,1,,,1,1,,1,1,1,,,1,,1,
934331,accessory,8,1,1,1,1,,,1,1,,1,1,1,,,1,,1,
934332,accessory,10,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,11,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,12,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,13,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,14,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,15,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,5,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,6,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,7,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,8,1,1,,,,,,,1,1,1,1,,,,,,
934332,accessory,9,1,1,,,,,,,1,1,1,1,,,,,,
934333,accessory,10,1,1,,1,,1,1,,1,1,1,1,,,1,1,,
934333,accessory,12,1,1,,1,,1,1,,1,1,1,1,,,1,1,,
934333,accessory,15,1,1,,1,,1,1,,1,1,1,1,,,1,1,,
934333,accessory,5,1,1,,1,,1,1,,1,1,1,1,,,1,1,,
934333,accessory,6,1,1,,1,,1,1,,1,1,1,1,,,1,1,,
934333,accessory,9,1,1,,1,,1,1,,1,1,1,1,,,1,1,,
934335,accessory,10,1,1,,1,1,,1,1,,1,1,1,,,1,,1,
934335,accessory,13,1,1,,1,1,,1,1,,1,1,1,,,1,,1,
934335,accessory,16,1,1,,1,1,,1,1,,1,1,1,,,1,,1,
934335,accessory,5,1,1,,1,1,,1,1,,1,1,1,,,1,,1,
934335,accessory,6,1,1,,1,1,,1,1,,1,1,1,,,1,,1,
934335,accessory,8,1,1,,1,1,,1,1,,1,1,1,,,1,,1,
934336,accessory,11,1,1,1,,1,1,,1,1,1,1,1,,1,1,,1,
934336,accessory,14,1,1,1,,1,1,,1,1,1,1,1,,1,1,,1,
934336,accessory,5,1,1,1,,1,1,,1,1,1,1,1,,1,1,,1,
934336,accessory,8,1,1,1,,1,1,,1,1,1,1,1,,1,1,,1,
934337,accessory,10,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,
934337,accessory,14,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,
934337,accessory,9,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,
934339,accessory,11,1,1,1,,,,,1,,1,1,1,,,,,1,
934339,accessory,12,1,1,1,,,,,1,,1,1,1,,,,,1,
934339,accessory,13,1,1,1,,,,,1,,1,1,1,,,,,1,
934339,accessory,14,1,1,1,,,,,1,,1,1,1,,,,,1,
934339,accessory,16,1,1,1,,,,,1,,1,1,1,,,,,1,
934339,accessory,5,1,1,1,,,,,1,,1,1,1,,,,,1,
934339,accessory,6,1,1,1,,,,,1,,1,1,1,,,,,1,
934339,accessory,7,1,1,1,,,,,1,,1,1,1,,,,,1,
934339,accessory,8,1,1,1,,,,,1,,1,1,1,,,,,1,
934340,accessory,11,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,
934340,accessory,13,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,
934340,accessory,5,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,
934340,accessory,8,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,
934341,accessory,10,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,11,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,12,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,14,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,15,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,16,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,5,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,6,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,7,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,8,1,1,,,,1,,,,1,1,1,,,,,,
934341,accessory,9,1,1,,,,1,,,,1,1,1,,,,,,
934343,accessory,10,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,
934343,accessory,11,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,
934343,accessory,5,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,
934343,accessory,6,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,
934346,accessory,11,1,1,1,,,,,1,,1,1,1,,,,,1,
934346,accessory,12,1,1,1,,,,,1,,1,1,1,,,,,1,
934346,accessory,13,1,1,1,,,,,1,,1,1,1,,,,,1,
934346,accessory,14,1,1,1,,,,,1,,1,1,1,,,,,1,
934346,accessory,16,1,1,1,,,,,1,,1,1,1,,,,,1,
934346,accessory,5,1,1,1,,,,,1,,1,1,1,,,,,1,
934346,accessory,6,1,1,1,,,,,1,,1,1,1,,,,,1,
934346,accessory,7,1,1,1,,,,,1,,1,1,1,,,,,1,
934346,accessory,8,1,1,1,,,,,1,,1,1,1,,,,,1,
934347,accessory,14,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,
934347,accessory,5,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,
934351,accessory,15,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,
934351,accessory,5,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,
934354,accessory,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,
934355,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,
934355,accessory,7,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,
934356,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,
934356,accessory,5,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,
934356,accessory,7,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,
934357,accessory,11,1,1,1,,,,,1,1,1,1,1,,,,,1,
934357,accessory,12,1,1,1,,,,,1,1,1,1,1,,,,,1,
934357,accessory,13,1,1,1,,,,,1,1,1,1,1,,,,,1,
934357,accessory,14,1,1,1,,,,,1,1,1,1,1,,,,,1,
934357,accessory,5,1,1,1,,,,,1,1,1,1,1,,,,,1,
934357,accessory,6,1,1,1,,,,,1,1,1,1,1,,,,,1,
934357,accessory,7,1,1,1,,,,,1,1,1,1,1,,,,,1,
934357,accessory,8,1,1,1,,,,,1,1,1,1,1,,,,,1,
934358,accessory,16,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
934358,accessory,5,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
934360,accessory,16,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
934360,accessory,5,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,
934362,accessory,11,1,1,1,,1,,1,,1,1,1,1,,1,1,,1,
934362,accessory,13,1,1,1,,1,,1,,1,1,1,1,,1,1,,1,
934362,accessory,15,1,1,1,,1,,1,,1,1,1,1,,1,1,,1,
934362,accessory,5,1,1,1,,1,,1,,1,1,1,1,,1,1,,1,
934362,accessory,8,1,1,1,,1,,1,,1,1,1,1,,1,1,,1,
934363,accessory,10,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,11,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,12,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,13,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,14,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,15,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,5,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,6,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,7,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,8,1,1,,,,,,,1,1,1,1,,,,,,
934363,accessory,9,1,1,,,,,,,1,1,1,1,,,,,,
934364,accessory,13,1,1,1,1,1,,1,1,,1,1,1,,1,,1,1,
934364,accessory,16,1,1,1,1,1,,1,1,,1,1,1,,1,,1,1,
934364,accessory,5,1,1,1,1,1,,1,1,,1,1,1,,1,,1,1,
934364,accessory,7,1,1,1,1,1,,1,1,,1,1,1,,1,,1,1,
934365,accessory,11,1,1,1,,,,,1,,1,1,1,,1,,,1,
934365,accessory,12,1,1,1,,,,,1,,1,1,1,,1,,,1,
934365,accessory,13,1,1,1,,,,,1,,1,1,1,,1,,,1,
934365,accessory,14,1,1,1,,,,,1,,1,1,1,,1,,,1,
934365,accessory,16,1,1,1,,,,,1,,1,1,1,,1,,,1,
934365,accessory,5,1,1,1,,,,,1,,1,1,1,,1,,,1,
934365,accessory,7,1,1,1,,,,,1,,1,1,1,,1,,,1,
934365,accessory,8,1,1,1,,,,,1,,1,1,1,,1,,,1,
934366,accessory,10,1,1,,1,1,,,,,1,1,1,,,,,1,
934366,accessory,13,1,1,,1,1,,,,,1,1,1,,,,,1,
934366,accessory,14,1,1,,1,1,,,,,1,1,1,,,,,1,
934366,accessory,15,1,1,,1,1,,,,,1,1,1,,,,,1,
934366,accessory,16,1,1,,1,1,,,,,1,1,1,,,,,1,
