# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	gene-DARMORV10_C09P75640.1	9021.2	4307	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
23882at3699	Duplicated	rna-DARMORV10_C07P61690.1	240.9	152	https://v10-1.orthodb.org/?query=23882at3699	Ribosomal protein L7/L12, C-terminal
23886at3699	Duplicated	rna-DARMORV10_A06P14280.1	268.4	202	https://v10-1.orthodb.org/?query=23886at3699	GTD-binding domain
23886at3699	Duplicated	rna-DARMORV10_C05P16540.1	265.4	202	https://v10-1.orthodb.org/?query=23886at3699	GTD-binding domain
23889at3699	Duplicated	gene-DARMORV10_C02P21930.1	232.2	145	https://v10-1.orthodb.org/?query=23889at3699	PsbQ-like domain superfamily
23889at3699	Duplicated	gene-DARMORV10_A02P13590.1	208.5	143	https://v10-1.orthodb.org/?query=23889at3699	PsbQ-like domain superfamily
23897at3699	Complete	gene-DARMORV10_A04P35230.1	275.8	145	https://v10-1.orthodb.org/?query=23897at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
23901at3699	Duplicated	gene-DARMORV10_A07P01440.1	185.5	120	https://v10-1.orthodb.org/?query=23901at3699	18.5 kDa class IV heat shock protein
23901at3699	Duplicated	gene-DARMORV10_C07P02900.1	181.9	120	https://v10-1.orthodb.org/?query=23901at3699	18.5 kDa class IV heat shock protein
23908at3699	Duplicated	gene-DARMORV10_A03P16050.1	204.7	120	https://v10-1.orthodb.org/?query=23908at3699	Prefoldin beta-like
23908at3699	Duplicated	gene-DARMORV10_C03P18890.1	202.7	120	https://v10-1.orthodb.org/?query=23908at3699	Prefoldin beta-like
23911at3699	Duplicated	gene-DARMORV10_A04P19830.1	169.2	118	https://v10-1.orthodb.org/?query=23911at3699	Expressed protein
23911at3699	Duplicated	gene-DARMORV10_C04P55570.1	164.0	118	https://v10-1.orthodb.org/?query=23911at3699	Expressed protein
23933at3699	Duplicated	gene-DARMORV10_C04P30380.1	226.9	118	https://v10-1.orthodb.org/?query=23933at3699	ATOEP16-4
23933at3699	Duplicated	gene-DARMORV10_A04P00480.1	194.9	105	https://v10-1.orthodb.org/?query=23933at3699	ATOEP16-4
23937at3699	Duplicated	rna-DARMORV10_C02P47820.1	175.4	106	https://v10-1.orthodb.org/?query=23937at3699	AT5g46770/MZA15_19
23937at3699	Duplicated	rna-DARMORV10_A02P30310.1	174.9	106	https://v10-1.orthodb.org/?query=23937at3699	AT5g46770/MZA15_19
23942at3699	Duplicated	rna-DARMORV10_C04P10020.1	164.5	85	https://v10-1.orthodb.org/?query=23942at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
23942at3699	Duplicated	rna-DARMORV10_A04P28990.1	163.7	85	https://v10-1.orthodb.org/?query=23942at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
23942at3699	Duplicated	rna-DARMORV10_A05P08090.1	163.5	85	https://v10-1.orthodb.org/?query=23942at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
23942at3699	Duplicated	rna-DARMORV10_C04P66240.1	161.9	85	https://v10-1.orthodb.org/?query=23942at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
23944at3699	Duplicated	gene-DARMORV10_A01P00050.1	181.3	104	https://v10-1.orthodb.org/?query=23944at3699	Chromatin-remodeling complex subunit
23944at3699	Duplicated	gene-DARMORV10_C01P00090.1	179.5	104	https://v10-1.orthodb.org/?query=23944at3699	Chromatin-remodeling complex subunit
23950at3699	Duplicated	gene-DARMORV10_A05P39190.1	207.1	92	https://v10-1.orthodb.org/?query=23950at3699	Actin T1-like protein
23950at3699	Duplicated	gene-DARMORV10_C05P58240.1	205.1	92	https://v10-1.orthodb.org/?query=23950at3699	Actin T1-like protein
23984at3699	Complete	gene-DARMORV10_C02P00460.1	235.3	137	https://v10-1.orthodb.org/?query=23984at3699	60S ribosomal protein L36
24013at3699	Duplicated	gene-DARMORV10_C07P08530.1	263.6	146	https://v10-1.orthodb.org/?query=24013at3699	PRKR-interacting protein 1
24013at3699	Duplicated	gene-DARMORV10_A07P05350.1	263.2	146	https://v10-1.orthodb.org/?query=24013at3699	PRKR-interacting protein 1
24026at3699	Duplicated	gene-DARMORV10_C05P37510.1	170.1	97	https://v10-1.orthodb.org/?query=24026at3699	Microsomal signal peptidase 12kDa subunit
24026at3699	Duplicated	gene-DARMORV10_A05P23900.1	158.1	89	https://v10-1.orthodb.org/?query=24026at3699	Microsomal signal peptidase 12kDa subunit
24030at3699	Missing
24033at3699	Duplicated	gene-DARMORV10_A10P30400.1	180.7	94	https://v10-1.orthodb.org/?query=24033at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
24033at3699	Duplicated	rna-DARMORV10_C09P70840.1	169.3	91	https://v10-1.orthodb.org/?query=24033at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
24036at3699	Duplicated	rna-DARMORV10_A07P31190.1	296.8	169	https://v10-1.orthodb.org/?query=24036at3699	Ribosomal protein L7/L12, C-terminal
24036at3699	Duplicated	rna-DARMORV10_C06P36240.1	295.0	169	https://v10-1.orthodb.org/?query=24036at3699	Ribosomal protein L7/L12, C-terminal
24041at3699	Duplicated	gene-DARMORV10_C09P00130.1	233.4	163	https://v10-1.orthodb.org/?query=24041at3699	EF-hand domain
24041at3699	Duplicated	gene-DARMORV10_A09P00730.1	233.6	162	https://v10-1.orthodb.org/?query=24041at3699	EF-hand domain
24086at3699	Duplicated	gene-DARMORV10_A03P16420.1	237.2	115	https://v10-1.orthodb.org/?query=24086at3699	Rubredoxin-like domain
24086at3699	Duplicated	gene-DARMORV10_C03P19310.1	238.4	114	https://v10-1.orthodb.org/?query=24086at3699	Rubredoxin-like domain
24093at3699	Duplicated	gene-DARMORV10_A03P20520.1	222.8	119	https://v10-1.orthodb.org/?query=24093at3699	Acyl-CoA-binding domain protein
24093at3699	Duplicated	gene-DARMORV10_C03P24120.1	220.7	119	https://v10-1.orthodb.org/?query=24093at3699	Acyl-CoA-binding domain protein
24097at3699	Duplicated	rna-DARMORV10_C07P23030.1	182.1	93	https://v10-1.orthodb.org/?query=24097at3699	uncharacterized protein LOC110818039
24097at3699	Duplicated	rna-DARMORV10_A07P15680.1	181.4	93	https://v10-1.orthodb.org/?query=24097at3699	uncharacterized protein LOC110818039
24097at3699	Duplicated	rna-DARMORV10_A07P15790.1	181.4	93	https://v10-1.orthodb.org/?query=24097at3699	uncharacterized protein LOC110818039
24121at3699	Duplicated	gene-DARMORV10_A01P07780.1	199.5	100	https://v10-1.orthodb.org/?query=24121at3699	RlpA-like domain superfamily
24121at3699	Duplicated	gene-DARMORV10_C01P08670.1	198.3	100	https://v10-1.orthodb.org/?query=24121at3699	RlpA-like domain superfamily
24131at3699	Duplicated	gene-DARMORV10_C09P20260.1	205.4	94	https://v10-1.orthodb.org/?query=24131at3699	PDZ-binding protein, CRIPT
24131at3699	Duplicated	gene-DARMORV10_A09P16650.1	203.8	94	https://v10-1.orthodb.org/?query=24131at3699	PDZ-binding protein, CRIPT
24132at3699	Duplicated	gene-DARMORV10_C06P18800.1	186.5	110	https://v10-1.orthodb.org/?query=24132at3699	Thioredoxin
24132at3699	Duplicated	gene-DARMORV10_A07P20140.1	184.1	110	https://v10-1.orthodb.org/?query=24132at3699	Thioredoxin
24144at3699	Duplicated	gene-DARMORV10_A05P26260.1	166.9	99	https://v10-1.orthodb.org/?query=24144at3699	Pre-rRNA-processing protein TSR2
24144at3699	Duplicated	gene-DARMORV10_C05P40660.1	167.7	91	https://v10-1.orthodb.org/?query=24144at3699	Pre-rRNA-processing protein TSR2
24144at3699	Duplicated	gene-DARMORV10_C05P40740.1	160.3	89	https://v10-1.orthodb.org/?query=24144at3699	Pre-rRNA-processing protein TSR2
24146at3699	Duplicated	gene-DARMORV10_A01P19190.1	177.5	94	https://v10-1.orthodb.org/?query=24146at3699	Protein yippee-like
24146at3699	Duplicated	gene-DARMORV10_C01P24090.1	175.0	94	https://v10-1.orthodb.org/?query=24146at3699	Protein yippee-like
24152at3699	Duplicated	gene-DARMORV10_C03P64890.1	184.4	92	https://v10-1.orthodb.org/?query=24152at3699	Putative non-specific lipid-transfer protein 14
24152at3699	Duplicated	gene-DARMORV10_A06P28760.1	184.3	92	https://v10-1.orthodb.org/?query=24152at3699	Putative non-specific lipid-transfer protein 14
24163at3699	Duplicated	gene-DARMORV10_A06P05040.1	183.0	100	https://v10-1.orthodb.org/?query=24163at3699	Thioredoxin domain
24163at3699	Duplicated	gene-DARMORV10_C05P05980.1	182.9	100	https://v10-1.orthodb.org/?query=24163at3699	Thioredoxin domain
24175at3699	Duplicated	rna-DARMORV10_A04P15840.1	202.8	101	https://v10-1.orthodb.org/?query=24175at3699	At2g20940
24175at3699	Duplicated	rna-DARMORV10_C04P50240.1	202.8	101	https://v10-1.orthodb.org/?query=24175at3699	At2g20940
24194at3699	Duplicated	gene-DARMORV10_A01P37110.1	201.8	98	https://v10-1.orthodb.org/?query=24194at3699	Stress responsive alpha-beta barrel
24194at3699	Duplicated	gene-DARMORV10_C01P47010.1	201.8	98	https://v10-1.orthodb.org/?query=24194at3699	Stress responsive alpha-beta barrel
24194at3699	Duplicated	gene-DARMORV10_C01P46990.1	199.0	98	https://v10-1.orthodb.org/?query=24194at3699	Stress responsive alpha-beta barrel
24194at3699	Duplicated	gene-DARMORV10_C01P46960.1	194.7	98	https://v10-1.orthodb.org/?query=24194at3699	Stress responsive alpha-beta barrel
24200at3699	Duplicated	gene-DARMORV10_A04P08590.1	306.6	159	https://v10-1.orthodb.org/?query=24200at3699	X8 domain
24200at3699	Duplicated	gene-DARMORV10_C04P42320.1	304.5	159	https://v10-1.orthodb.org/?query=24200at3699	X8 domain
24204at3699	Complete	gene-DARMORV10_A08P14400.1	223.4	154	https://v10-1.orthodb.org/?query=24204at3699	Zinc ion binding / transcription regulator
24208at3699	Duplicated	gene-DARMORV10_A04P25560.1	272.4	178	https://v10-1.orthodb.org/?query=24208at3699	At2g33250/F25I18.1
24208at3699	Duplicated	gene-DARMORV10_C04P62700.1	266.3	178	https://v10-1.orthodb.org/?query=24208at3699	At2g33250/F25I18.1
24217at3699	Duplicated	gene-DARMORV10_C03P18980.1	258.7	149	https://v10-1.orthodb.org/?query=24217at3699	Protein LOW PSII ACCUMULATION 2, chloroplastic
24217at3699	Duplicated	gene-DARMORV10_A03P16110.1	257.1	149	https://v10-1.orthodb.org/?query=24217at3699	Protein LOW PSII ACCUMULATION 2, chloroplastic
24259at3699	Complete	rna-DARMORV10_BNAPUS_DARMOR_BZH_SCAFFOLD_209P00060.1	235.7	123	https://v10-1.orthodb.org/?query=24259at3699	Zinc finger, RING-type
24263at3699	Duplicated	rna-DARMORV10_BNAPUS_DARMOR_BZH_SCAFFOLD_38P02290.1	219.1	116	https://v10-1.orthodb.org/?query=24263at3699	Putative transmembrane family 234
24263at3699	Duplicated	rna-DARMORV10_A02P05660.1	217.6	116	https://v10-1.orthodb.org/?query=24263at3699	Putative transmembrane family 234
24264at3699	Duplicated	gene-DARMORV10_A07P07240.1	299.3	160	https://v10-1.orthodb.org/?query=24264at3699	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
24264at3699	Duplicated	gene-DARMORV10_C07P10930.1	289.8	158	https://v10-1.orthodb.org/?query=24264at3699	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
24265at3699	Duplicated	gene-DARMORV10_C02P09210.1	200.8	93	https://v10-1.orthodb.org/?query=24265at3699	Protein of unknown function DUF4787
24265at3699	Duplicated	gene-DARMORV10_A02P04360.1	200.6	93	https://v10-1.orthodb.org/?query=24265at3699	Protein of unknown function DUF4787
24265at3699	Duplicated	gene-DARMORV10_C09P59560.1	187.3	93	https://v10-1.orthodb.org/?query=24265at3699	Protein of unknown function DUF4787
24274at3699	Duplicated	gene-DARMORV10_A09P18900.1	185.1	85	https://v10-1.orthodb.org/?query=24274at3699	40S ribosomal protein
24274at3699	Duplicated	gene-DARMORV10_C09P23680.1	184.2	85	https://v10-1.orthodb.org/?query=24274at3699	40S ribosomal protein
24275at3699	Complete	gene-DARMORV10_C05P33890.1	178.6	85	https://v10-1.orthodb.org/?query=24275at3699	Glutaredoxin-like protein
24283at3699	Duplicated	gene-DARMORV10_C02P49840.1	266.6	145	https://v10-1.orthodb.org/?query=24283at3699	Ribosome biogenesis protein Slx9-like
24283at3699	Duplicated	gene-DARMORV10_A02P32240.1	266.1	145	https://v10-1.orthodb.org/?query=24283at3699	Ribosome biogenesis protein Slx9-like
24286at3699	Duplicated	rna-DARMORV10_A04P32820.1	250.5	143	https://v10-1.orthodb.org/?query=24286at3699	At2g43540
24286at3699	Duplicated	rna-DARMORV10_C04P70510.1	248.9	143	https://v10-1.orthodb.org/?query=24286at3699	At2g43540
24286at3699	Duplicated	gene-DARMORV10_C04P70520.1	234.2	136	https://v10-1.orthodb.org/?query=24286at3699	At2g43540
24298at3699	Duplicated	gene-DARMORV10_A08P36270.1	189.6	104	https://v10-1.orthodb.org/?query=24298at3699	Uncharacterized protein At1g05835
24298at3699	Duplicated	gene-DARMORV10_C08P02250.1	185.3	104	https://v10-1.orthodb.org/?query=24298at3699	Uncharacterized protein At1g05835
24302at3699	Duplicated	gene-DARMORV10_C09P46620.1	178.6	109	https://v10-1.orthodb.org/?query=24302at3699	At5g55640
24302at3699	Duplicated	gene-DARMORV10_A10P12930.1	165.4	109	https://v10-1.orthodb.org/?query=24302at3699	At5g55640
24302at3699	Duplicated	gene-DARMORV10_C09P47070.1	154.6	101	https://v10-1.orthodb.org/?query=24302at3699	At5g55640
24327at3699	Duplicated	rna-DARMORV10_C02P25500.1	187.8	112	https://v10-1.orthodb.org/?query=24327at3699	Uncharacterized protein At1g68875
24327at3699	Duplicated	rna-DARMORV10_A02P15420.1	178.8	112	https://v10-1.orthodb.org/?query=24327at3699	Uncharacterized protein At1g68875
24366at3699	Complete	gene-DARMORV10_A03P32140.1	181.1	113	https://v10-1.orthodb.org/?query=24366at3699	At4g00525
24369at3699	Duplicated	gene-DARMORV10_C07P25000.1	132.4	77	https://v10-1.orthodb.org/?query=24369at3699	AT5g66780/MUD21_2
24369at3699	Duplicated	gene-DARMORV10_A07P17150.1	130.0	76	https://v10-1.orthodb.org/?query=24369at3699	AT5g66780/MUD21_2
24369at3699	Duplicated	gene-DARMORV10_C02P64790.1	119.9	59	https://v10-1.orthodb.org/?query=24369at3699	AT5g66780/MUD21_2
24371at3699	Duplicated	gene-DARMORV10_A06P22290.1	215.7	117	https://v10-1.orthodb.org/?query=24371at3699	Thylakoid lumenal P17.1 protein
24371at3699	Duplicated	gene-DARMORV10_C03P68750.1	212.4	117	https://v10-1.orthodb.org/?query=24371at3699	Thylakoid lumenal P17.1 protein
24376at3699	Duplicated	rna-DARMORV10_C08P15210.1	203.9	109	https://v10-1.orthodb.org/?query=24376at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
24376at3699	Duplicated	rna-DARMORV10_A08P33000.1	200.5	109	https://v10-1.orthodb.org/?query=24376at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
24376at3699	Duplicated	gene-DARMORV10_C02P40700.1	181.6	108	https://v10-1.orthodb.org/?query=24376at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
24386at3699	Duplicated	gene-DARMORV10_C05P59360.1	206.6	114	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_A05P40280.1	205.0	114	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_A08P17140.1	186.2	99	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_C03P86100.1	185.4	99	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_C02P29100.1	177.3	99	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_A01P04340.1	195.5	98	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_C01P04740.1	193.0	98	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_C07P08350.1	182.8	98	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_C06P45820.1	179.7	97	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_A07P37920.1	179.6	97	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24386at3699	Duplicated	gene-DARMORV10_C06P35390.1	179.5	97	https://v10-1.orthodb.org/?query=24386at3699	RNA recognition motif domain
24411at3699	Duplicated	gene-DARMORV10_A03P44750.1	262.7	179	https://v10-1.orthodb.org/?query=24411at3699	DBH-like monooxygenase
24411at3699	Duplicated	gene-DARMORV10_C03P55600.1	262.3	179	https://v10-1.orthodb.org/?query=24411at3699	DBH-like monooxygenase
24416at3699	Duplicated	rna-DARMORV10_C04P40140.1	165.3	79	https://v10-1.orthodb.org/?query=24416at3699	LysM domain
24416at3699	Duplicated	rna-DARMORV10_A04P06700.1	163.8	79	https://v10-1.orthodb.org/?query=24416at3699	LysM domain
24425at3699	Duplicated	rna-DARMORV10_C07P25790.1	199.6	104	https://v10-1.orthodb.org/?query=24425at3699	Nuclear factor Y, subunit C13
24425at3699	Duplicated	rna-DARMORV10_A06P47960.1	191.8	104	https://v10-1.orthodb.org/?query=24425at3699	Nuclear factor Y, subunit C13
24441at3699	Duplicated	gene-DARMORV10_A07P40510.1	212.4	120	https://v10-1.orthodb.org/?query=24441at3699	NAD(P)H-quinone oxidoreductase subunit O
24441at3699	Duplicated	gene-DARMORV10_C06P48900.1	210.4	120	https://v10-1.orthodb.org/?query=24441at3699	NAD(P)H-quinone oxidoreductase subunit O
24463at3699	Duplicated	gene-DARMORV10_A08P24200.1	167.9	109	https://v10-1.orthodb.org/?query=24463at3699	Protein translocase complex, SecE/Sec61-gamma subunit
24463at3699	Duplicated	gene-DARMORV10_C03P77120.1	160.7	104	https://v10-1.orthodb.org/?query=24463at3699	Protein translocase complex, SecE/Sec61-gamma subunit
24465at3699	Duplicated	gene-DARMORV10_C08P17670.1	209.9	97	https://v10-1.orthodb.org/?query=24465at3699	DC-UbP/UBTD2, N-terminal domain
24465at3699	Duplicated	gene-DARMORV10_A08P31190.1	208.5	97	https://v10-1.orthodb.org/?query=24465at3699	DC-UbP/UBTD2, N-terminal domain
24465at3699	Duplicated	gene-DARMORV10_C08P44160.1	189.2	97	https://v10-1.orthodb.org/?query=24465at3699	DC-UbP/UBTD2, N-terminal domain
24472at3699	Duplicated	gene-DARMORV10_C07P62960.1	158.7	103	https://v10-1.orthodb.org/?query=24472at3699	Zf-FLZ domain
24472at3699	Duplicated	gene-DARMORV10_A01P00710.1	154.5	103	https://v10-1.orthodb.org/?query=24472at3699	Zf-FLZ domain
24472at3699	Duplicated	gene-DARMORV10_C01P00810.1	150.5	103	https://v10-1.orthodb.org/?query=24472at3699	Zf-FLZ domain
24483at3699	Duplicated	gene-DARMORV10_A05P08450.1	217.6	114	https://v10-1.orthodb.org/?query=24483at3699	RNA recognition motif domain
24483at3699	Duplicated	gene-DARMORV10_C04P10540.1	216.1	114	https://v10-1.orthodb.org/?query=24483at3699	RNA recognition motif domain
24483at3699	Duplicated	gene-DARMORV10_C01P12020.1	198.5	94	https://v10-1.orthodb.org/?query=24483at3699	RNA recognition motif domain
24483at3699	Duplicated	gene-DARMORV10_A01P10210.1	201.4	92	https://v10-1.orthodb.org/?query=24483at3699	RNA recognition motif domain
24575at3699	Complete	rna-DARMORV10_A09P12930.1	137.4	98	https://v10-1.orthodb.org/?query=24575at3699	Uncharacterized protein At2g20500
24580at3699	Duplicated	gene-DARMORV10_C09P11910.1	235.6	117	https://v10-1.orthodb.org/?query=24580at3699	Glutaredoxin
24580at3699	Duplicated	gene-DARMORV10_A09P10050.1	231.7	117	https://v10-1.orthodb.org/?query=24580at3699	Glutaredoxin
24583at3699	Duplicated	gene-DARMORV10_A03P47840.1	205.4	156	https://v10-1.orthodb.org/?query=24583at3699	Cyclin-dependent kinase inhibitor
24583at3699	Duplicated	gene-DARMORV10_C07P45820.1	203.6	156	https://v10-1.orthodb.org/?query=24583at3699	Cyclin-dependent kinase inhibitor
24585at3699	Duplicated	gene-DARMORV10_C03P55970.1	191.6	95	https://v10-1.orthodb.org/?query=24585at3699	At2g14045
24585at3699	Duplicated	gene-DARMORV10_A03P45120.1	191.1	95	https://v10-1.orthodb.org/?query=24585at3699	At2g14045
24589at3699	Duplicated	gene-DARMORV10_A05P20740.1	187.2	98	https://v10-1.orthodb.org/?query=24589at3699	Protein of unknown function DUF167
24589at3699	Duplicated	gene-DARMORV10_C05P35090.1	185.9	98	https://v10-1.orthodb.org/?query=24589at3699	Protein of unknown function DUF167
24592at3699	Complete	gene-DARMORV10_A02P08570.1	282.4	145	https://v10-1.orthodb.org/?query=24592at3699	At5g57345
24616at3699	Complete	rna-DARMORV10_C06P37650.1	178.2	135	https://v10-1.orthodb.org/?query=24616at3699	Protein of unknown function DUF761, plant
24626at3699	Duplicated	gene-DARMORV10_A10P32120.1	158.9	79	https://v10-1.orthodb.org/?query=24626at3699	uncharacterized protein LOC110813584
24626at3699	Duplicated	gene-DARMORV10_C09P72840.1	153.1	79	https://v10-1.orthodb.org/?query=24626at3699	uncharacterized protein LOC110813584
24644at3699	Duplicated	gene-DARMORV10_C01P48470.1	194.3	120	https://v10-1.orthodb.org/?query=24644at3699	At3g15900
24644at3699	Duplicated	gene-DARMORV10_A01P38200.1	193.2	120	https://v10-1.orthodb.org/?query=24644at3699	At3g15900
24662at3699	Duplicated	rna-DARMORV10_A04P19290.1	160.5	85	https://v10-1.orthodb.org/?query=24662at3699	Cytochrome b5-like heme/steroid binding domain
24662at3699	Duplicated	rna-DARMORV10_C04P54750.1	160.5	85	https://v10-1.orthodb.org/?query=24662at3699	Cytochrome b5-like heme/steroid binding domain
24669at3699	Duplicated	rna-DARMORV10_A10P00190.1	193.5	124	https://v10-1.orthodb.org/?query=24669at3699	AP2-like ethylene-responsive transcription factor SNZ
24669at3699	Duplicated	gene-DARMORV10_C05P00230.1	169.0	108	https://v10-1.orthodb.org/?query=24669at3699	AP2-like ethylene-responsive transcription factor SNZ
24673at3699	Duplicated	gene-DARMORV10_A10P09580.1	178.2	74	https://v10-1.orthodb.org/?query=24673at3699	NEET
24673at3699	Duplicated	gene-DARMORV10_C09P41140.1	176.1	74	https://v10-1.orthodb.org/?query=24673at3699	NEET
24694at3699	Duplicated	gene-DARMORV10_A03P63160.1	180.0	90	https://v10-1.orthodb.org/?query=24694at3699	Auxin-responsive family protein
24694at3699	Duplicated	rna-DARMORV10_C01P04000.1	174.6	90	https://v10-1.orthodb.org/?query=24694at3699	Auxin-responsive family protein
24694at3699	Duplicated	rna-DARMORV10_A01P03720.1	173.7	90	https://v10-1.orthodb.org/?query=24694at3699	Auxin-responsive family protein
24694at3699	Duplicated	rna-DARMORV10_C03P85410.1	172.6	90	https://v10-1.orthodb.org/?query=24694at3699	Auxin-responsive family protein
24694at3699	Duplicated	rna-DARMORV10_C07P60780.1	161.3	90	https://v10-1.orthodb.org/?query=24694at3699	Auxin-responsive family protein
24694at3699	Duplicated	rna-DARMORV10_A08P16540.1	170.4	89	https://v10-1.orthodb.org/?query=24694at3699	Auxin-responsive family protein
24703at3699	Duplicated	rna-DARMORV10_A02P24800.1	170.0	92	https://v10-1.orthodb.org/?query=24703at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
24703at3699	Duplicated	rna-DARMORV10_C02P39340.1	166.5	92	https://v10-1.orthodb.org/?query=24703at3699	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
24713at3699	Duplicated	gene-DARMORV10_C08P30070.1	175.0	88	https://v10-1.orthodb.org/?query=24713at3699	At3g54880
24713at3699	Duplicated	gene-DARMORV10_A09P47820.1	171.6	88	https://v10-1.orthodb.org/?query=24713at3699	At3g54880
24723at3699	Duplicated	gene-DARMORV10_C02P49450.1	190.2	118	https://v10-1.orthodb.org/?query=24723at3699	Expressed protein
24723at3699	Duplicated	gene-DARMORV10_A02P31930.1	187.6	118	https://v10-1.orthodb.org/?query=24723at3699	Expressed protein
24729at3699	Duplicated	gene-DARMORV10_A03P47220.1	289.4	194	https://v10-1.orthodb.org/?query=24729at3699	Oleosin
24729at3699	Duplicated	gene-DARMORV10_C07P45310.1	286.1	194	https://v10-1.orthodb.org/?query=24729at3699	Oleosin
24732at3699	Duplicated	gene-DARMORV10_C06P04720.1	168.7	105	https://v10-1.orthodb.org/?query=24732at3699	At1g49975
24732at3699	Duplicated	gene-DARMORV10_A06P03470.1	167.3	105	https://v10-1.orthodb.org/?query=24732at3699	At1g49975
24743at3699	Duplicated	rna-DARMORV10_C02P33660.1	195.4	107	https://v10-1.orthodb.org/?query=24743at3699	At1g75810
24743at3699	Duplicated	rna-DARMORV10_A02P20240.1	193.7	107	https://v10-1.orthodb.org/?query=24743at3699	At1g75810
24756at3699	Duplicated	gene-DARMORV10_C08P21650.1	132.0	81	https://v10-1.orthodb.org/?query=24756at3699	At1g22630/F12K8_2
24756at3699	Duplicated	gene-DARMORV10_A08P28450.1	128.6	81	https://v10-1.orthodb.org/?query=24756at3699	At1g22630/F12K8_2
24759at3699	Duplicated	gene-DARMORV10_A09P45940.1	251.4	123	https://v10-1.orthodb.org/?query=24759at3699	Mediator of RNA polymerase II transcription subunit 28
24759at3699	Duplicated	gene-DARMORV10_C08P28130.1	250.6	123	https://v10-1.orthodb.org/?query=24759at3699	Mediator of RNA polymerase II transcription subunit 28
24774at3699	Duplicated	rna-DARMORV10_A06P11790.1	162.6	87	https://v10-1.orthodb.org/?query=24774at3699	Zinc-ribbon 15
24774at3699	Duplicated	rna-DARMORV10_C06P00630.1	158.3	87	https://v10-1.orthodb.org/?query=24774at3699	Zinc-ribbon 15
24785at3699	Duplicated	gene-DARMORV10_A03P60380.1	166.7	89	https://v10-1.orthodb.org/?query=24785at3699	uncharacterized protein LOC110226018
24785at3699	Duplicated	gene-DARMORV10_C07P58250.1	159.5	89	https://v10-1.orthodb.org/?query=24785at3699	uncharacterized protein LOC110226018
24786at3699	Duplicated	gene-DARMORV10_A06P10820.1	160.6	104	https://v10-1.orthodb.org/?query=24786at3699	KNOX1
24786at3699	Duplicated	gene-DARMORV10_C05P12710.1	156.9	104	https://v10-1.orthodb.org/?query=24786at3699	KNOX1
24786at3699	Duplicated	gene-DARMORV10_C08P45430.1	149.8	104	https://v10-1.orthodb.org/?query=24786at3699	KNOX1
24786at3699	Duplicated	gene-DARMORV10_A09P61810.1	148.6	104	https://v10-1.orthodb.org/?query=24786at3699	KNOX1
24796at3699	Duplicated	gene-DARMORV10_C04P43890.1	201.8	116	https://v10-1.orthodb.org/?query=24796at3699	Predicted protein
24796at3699	Duplicated	gene-DARMORV10_A04P10380.1	199.2	116	https://v10-1.orthodb.org/?query=24796at3699	Predicted protein
24802at3699	Duplicated	rna-DARMORV10_C03P53190.1	157.1	84	https://v10-1.orthodb.org/?query=24802at3699	Embryo sac development arrest 6
24802at3699	Duplicated	rna-DARMORV10_A03P43280.1	153.4	84	https://v10-1.orthodb.org/?query=24802at3699	Embryo sac development arrest 6
